user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained
a100005525,1/1/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100005526,1/1/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100005527,1/1/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100005528,1/1/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005529,1/2/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005530,1/2/18,Push,personalization,FALSE,English,English,45-55 years,,,,
a100005531,1/2/18,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100005532,1/2/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100005533,1/2/18,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100005534,1/2/18,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100005535,1/2/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005536,1/3/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005537,1/3/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005538,1/3/18,Push,personalization,FALSE,English,English,55+ years,,,,
a100005539,1/3/18,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100005540,1/3/18,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100005541,1/3/18,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100005542,1/3/18,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100005543,1/4/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005544,1/4/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005545,1/4/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005546,1/4/18,Push,personalization,FALSE,English,English,0-18 years,,,,
a100005547,1/4/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100005548,1/4/18,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100005549,1/4/18,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100005550,1/5/18,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100005551,1/5/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005552,1/5/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005553,1/5/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100005554,1/5/18,Push,personalization,FALSE,English,English,19-24 years,,,,
a100005555,1/5/18,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100005556,1/5/18,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100005557,1/6/18,Instagram,personalization,FALSE,English,English,36-45 years,,,,
a100005558,1/6/18,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100005559,1/6/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005560,1/6/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100005561,1/6/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100005562,1/6/18,Push,personalization,FALSE,English,English,24-30 years,,,,
a100005563,1/6/18,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100005564,1/7/18,Instagram,personalization,FALSE,English,English,36-45 years,,,,
a100005565,1/7/18,Instagram,personalization,FALSE,English,English,45-55 years,,,,
a100005566,1/7/18,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100005567,1/7/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100005568,1/7/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100005569,1/7/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100005570,1/8/18,Push,personalization,FALSE,English,English,30-36 years,,,,
a100005571,1/8/18,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100005572,1/8/18,Instagram,personalization,FALSE,English,English,45-55 years,,,,
a100005573,1/8/18,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100005574,1/8/18,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100005575,1/8/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100005576,1/8/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100005577,1/9/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005578,1/9/18,Push,personalization,FALSE,English,English,36-45 years,,,,
a100005579,1/9/18,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100005580,1/9/18,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100005581,1/9/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100005582,1/9/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100005583,1/9/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100005584,1/10/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005585,1/10/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005586,1/10/18,Push,personalization,FALSE,English,English,45-55 years,,,,
a100005587,1/10/18,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100005588,1/10/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100005589,1/10/18,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100005590,1/10/18,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100005591,1/11/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005592,1/11/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005593,1/11/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005594,1/11/18,Push,personalization,FALSE,English,English,55+ years,,,,
a100005595,1/11/18,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100005596,1/11/18,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100005597,1/11/18,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100005598,1/12/18,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100005599,1/12/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005600,1/12/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005601,1/12/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005602,1/12/18,Push,personalization,FALSE,English,English,0-18 years,,,,
a100005603,1/12/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100005604,1/12/18,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100005605,1/13/18,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100005606,1/13/18,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100005607,1/13/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005608,1/13/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005609,1/13/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100005610,1/13/18,Push,personalization,FALSE,English,English,19-24 years,,,,
a100005611,1/13/18,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100005612,1/14/18,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100005613,1/14/18,Instagram,personalization,FALSE,English,English,36-45 years,,,,
a100005614,1/14/18,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100005615,1/14/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005616,1/14/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100005617,1/14/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100005618,1/14/18,Push,personalization,FALSE,English,English,24-30 years,,,,
a100005619,1/15/18,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100005620,1/15/18,Instagram,personalization,FALSE,English,English,36-45 years,,,,
a100005621,1/15/18,Instagram,personalization,FALSE,English,English,45-55 years,,,,
a100005622,1/15/18,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100005623,1/15/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100005624,1/15/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100005625,1/15/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100005626,1/16/18,Push,personalization,FALSE,English,English,30-36 years,,,,
a100005627,1/16/18,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100005628,1/16/18,Instagram,personalization,FALSE,English,English,45-55 years,,,,
a100005629,1/16/18,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100005630,1/16/18,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100005631,1/16/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100005632,1/16/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100005633,1/17/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005634,1/17/18,Push,personalization,FALSE,English,English,36-45 years,,,,
a100005635,1/17/18,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100005636,1/17/18,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100005637,1/17/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100005638,1/17/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100005639,1/17/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100005640,1/18/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005641,1/18/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005642,1/18/18,Push,personalization,FALSE,English,English,45-55 years,,,,
a100005643,1/18/18,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100005644,1/18/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100005645,1/18/18,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100005646,1/18/18,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100005647,1/19/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005648,1/19/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005649,1/19/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005650,1/19/18,Push,personalization,FALSE,English,English,55+ years,,,,
a100005651,1/19/18,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100005652,1/19/18,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100005653,1/19/18,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100005654,1/20/18,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100005655,1/20/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005656,1/20/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005657,1/20/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005658,1/20/18,Push,personalization,FALSE,English,English,0-18 years,,,,
a100005659,1/20/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100005660,1/20/18,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100005661,1/21/18,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100005661,1/21/18,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100005662,1/21/18,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100005662,1/21/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005663,1/21/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005663,1/21/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005664,1/26/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005664,1/26/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005665,1/26/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100005665,1/26/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100005666,1/27/18,Push,personalization,FALSE,English,English,19-24 years,,,,
a100005666,1/27/18,Push,personalization,FALSE,English,English,19-24 years,,,,
a100005667,1/27/18,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100005667,1/27/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100005668,1/27/18,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100005668,1/27/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005669,1/27/18,Instagram,personalization,FALSE,English,English,36-45 years,,,,
a100005669,1/27/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005670,1/27/18,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100005670,1/27/18,Push,personalization,FALSE,English,English,45-55 years,,,,
a100005671,1/27/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005671,1/27/18,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100005672,1/27/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100005672,1/27/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100005673,1/28/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100005673,1/28/18,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100005674,1/28/18,Push,personalization,FALSE,English,English,24-30 years,,,,
a100005674,1/28/18,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100005675,1/28/18,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100005675,1/28/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005676,1/28/18,Instagram,personalization,FALSE,English,English,36-45 years,,,,
a100005676,1/28/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005677,1/28/18,Instagram,personalization,FALSE,English,English,45-55 years,,,,
a100005677,1/28/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005678,1/28/18,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100005678,1/28/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005679,1/28/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100005679,1/28/18,Push,personalization,FALSE,English,English,0-18 years,,,,
a100005680,1/29/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100005680,1/29/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100005681,1/29/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100005681,1/29/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100005682,1/29/18,Push,personalization,FALSE,English,English,30-36 years,,,,
a100005682,1/29/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005683,1/29/18,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100005683,1/29/18,Push,personalization,FALSE,English,English,36-45 years,,,,
a100005684,1/29/18,Instagram,personalization,FALSE,English,English,45-55 years,,,,
a100005684,1/29/18,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100005685,1/29/18,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100005685,1/29/18,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100005686,1/29/18,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100005686,1/29/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100005687,1/30/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100005687,1/30/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100005688,1/30/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100005688,1/30/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100005689,1/30/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005689,1/30/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005690,1/30/18,Push,personalization,FALSE,English,English,36-45 years,,,,
a100005690,1/30/18,Push,personalization,FALSE,English,English,36-45 years,,,,
a100005691,1/30/18,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100005691,1/30/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005692,1/30/18,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100005692,1/30/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005693,1/30/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100005693,1/30/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100005694,1/31/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100005694,1/31/18,Push,personalization,FALSE,English,English,19-24 years,,,,
a100005695,1/31/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100005695,1/31/18,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100005696,1/31/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005696,1/31/18,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100005697,1/31/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005698,1/31/18,Push,personalization,FALSE,English,English,45-55 years,,,,
a100005699,1/31/18,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100005700,1/31/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100005701,1/1/18,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100005702,1/1/18,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100005703,1/1/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005704,1/1/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005705,1/1/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005706,1/1/18,Push,personalization,FALSE,English,English,55+ years,,,,
a100005707,1/1/18,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100005708,1/2/18,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100005709,1/2/18,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100005710,1/2/18,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100005711,1/2/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005712,1/2/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005713,1/2/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005714,1/2/18,Push,personalization,FALSE,English,English,0-18 years,,,,
a100005715,1/3/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100005716,1/3/18,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100005717,1/3/18,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100005718,1/3/18,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100005719,1/3/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005720,1/3/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005721,1/3/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100005722,1/4/18,Push,personalization,FALSE,English,English,19-24 years,,,,
a100005723,1/4/18,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100005724,1/4/18,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100005725,1/4/18,Instagram,personalization,FALSE,English,English,36-45 years,,,,
a100005726,1/4/18,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100005727,1/4/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005728,1/4/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100005729,1/5/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100005730,1/5/18,Push,personalization,FALSE,English,English,24-30 years,,,,
a100005731,1/5/18,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100005732,1/5/18,Instagram,personalization,FALSE,English,English,36-45 years,,,,
a100005733,1/5/18,Instagram,personalization,FALSE,English,English,45-55 years,,,,
a100005734,1/5/18,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100005735,1/5/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100005736,1/6/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100005737,1/6/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100005738,1/6/18,Push,personalization,FALSE,English,English,30-36 years,,,,
a100005739,1/6/18,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100005740,1/6/18,Instagram,personalization,FALSE,English,English,45-55 years,,,,
a100005741,1/6/18,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100005742,1/6/18,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100005743,1/7/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100005744,1/7/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100005745,1/7/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005746,1/7/18,Push,personalization,FALSE,English,English,36-45 years,,,,
a100005747,1/7/18,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100005748,1/7/18,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100005749,1/8/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100005750,1/8/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100005751,1/8/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100005752,1/8/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005753,1/8/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005754,1/8/18,Push,personalization,FALSE,English,English,45-55 years,,,,
a100005755,1/8/18,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100005756,1/9/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100005757,1/9/18,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100005758,1/9/18,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100005759,1/9/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005760,1/9/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005761,1/9/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005762,1/9/18,Push,personalization,FALSE,English,English,55+ years,,,,
a100005763,1/10/18,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100005764,1/10/18,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100005765,1/10/18,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100005766,1/10/18,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100005767,1/10/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005768,1/10/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005769,1/10/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005769,1/22/18,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100005770,1/11/18,Push,personalization,FALSE,English,English,0-18 years,,,,
a100005770,1/22/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100005771,1/11/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100005771,1/22/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100005772,1/11/18,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100005772,1/22/18,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100005773,1/11/18,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100005773,1/22/18,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100005774,1/11/18,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100005774,1/22/18,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100005775,1/11/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005775,1/22/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005776,1/11/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005776,1/22/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005777,1/12/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100005777,1/22/18,Push,personalization,FALSE,English,English,0-18 years,,,,
a100005778,1/12/18,Push,personalization,FALSE,English,English,19-24 years,,,,
a100005778,1/23/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100005779,1/12/18,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100005779,1/24/18,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100005780,1/12/18,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100005780,1/25/18,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100005781,1/12/18,Instagram,personalization,FALSE,English,English,36-45 years,,,,
a100005781,1/26/18,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100005782,1/12/18,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100005782,1/27/18,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100005783,1/12/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005783,1/22/18,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100005784,1/13/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100005785,1/13/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100005786,1/13/18,Push,personalization,FALSE,English,English,24-30 years,,,,
a100005787,1/13/18,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100005788,1/13/18,Instagram,personalization,FALSE,English,English,36-45 years,,,,
a100005789,1/13/18,Instagram,personalization,FALSE,English,English,45-55 years,,,,
a100005790,1/13/18,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100005791,1/14/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100005792,1/14/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100005793,1/14/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100005794,1/14/18,Push,personalization,FALSE,English,English,30-36 years,,,,
a100005795,1/14/18,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100005796,1/14/18,Instagram,personalization,FALSE,English,English,45-55 years,,,,
a100005797,1/14/18,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100005798,1/15/18,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100005799,1/15/18,House Ads,personalization,FALSE,English,English,19-24 years,,,,
a100005800,1/15/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100005801,1/15/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005802,1/15/18,Push,personalization,FALSE,English,English,36-45 years,,,,
a100005803,1/15/18,Facebook,personalization,FALSE,English,English,45-55 years,,,,
a100005804,1/15/18,Instagram,personalization,FALSE,English,English,55+ years,,,,
a100005805,1/16/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100005806,1/16/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100005807,1/16/18,House Ads,personalization,FALSE,English,English,24-30 years,,,,
a100005808,1/16/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005809,1/16/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005810,1/16/18,Push,personalization,FALSE,English,English,45-55 years,,,,
a100005811,1/16/18,Facebook,personalization,FALSE,English,English,55+ years,,,,
a100005812,1/17/18,Instagram,personalization,FALSE,English,English,0-18 years,,,,
a100005813,1/17/18,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100005814,1/17/18,Facebook,personalization,FALSE,English,English,24-30 years,,,,
a100005815,1/17/18,House Ads,personalization,FALSE,English,English,30-36 years,,,,
a100005816,1/17/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005817,1/17/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005818,1/17/18,Push,personalization,FALSE,English,English,55+ years,,,,
a100005819,1/18/18,Facebook,personalization,FALSE,English,English,0-18 years,,,,
a100005820,1/18/18,Instagram,personalization,FALSE,English,English,19-24 years,,,,
a100005821,1/18/18,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100005822,1/18/18,Facebook,personalization,FALSE,English,English,30-36 years,,,,
a100005823,1/18/18,House Ads,personalization,FALSE,English,English,36-45 years,,,,
a100005824,1/18/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005825,1/18/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005826,1/19/18,Push,personalization,FALSE,English,English,0-18 years,,,,
a100005827,1/19/18,Facebook,personalization,FALSE,English,English,19-24 years,,,,
a100005828,1/19/18,Instagram,personalization,FALSE,English,English,24-30 years,,,,
a100005829,1/19/18,Instagram,personalization,FALSE,English,English,30-36 years,,,,
a100005830,1/19/18,Facebook,personalization,FALSE,English,English,36-45 years,,,,
a100005831,1/19/18,House Ads,personalization,FALSE,English,English,45-55 years,,,,
a100005832,1/19/18,House Ads,personalization,FALSE,English,English,55+ years,,,,
a100005833,1/20/18,House Ads,personalization,FALSE,English,English,0-18 years,,,,
a100005834,1/20/18,Push,personalization,FALSE,English,English,19-24 years,,,,
